symbol,company_name,fiscal_year,end_date,period,total_revenue,gross_profit,cost_of_revenue,operating_expenses,research_and_development,selling_and_marketing,general_and_administrative,amortization,operating_income,other_income,income_before_tax,tax,net_income,eps,non_gaap_eps,eps_estimate,eps_surprise_pct,rpo,capex,gross_margin,operating_margin,net_margin,revenue_yoy_pct,currency,source,validation_status,file_type,source_file,download_success,download_timestamp,process_timestamp,stage1_process_timestamp
AAPL,Apple Inc.,2008,2008-12-31,Q4,11880000000.0,4507000000.0,,,,,,,3101000000.0,,,,2255000000.0,,,,,,,0.3793771043771043,0.261026936026936,0.1898148148148148,,USD,AlphaVantage,,INCOME_STATEMENT,https://www.alphavantage.co/query?function=INCOME_STATEMENT&symbol=AAPL&apikey=***MASKED***,True,2026-07-01 15:28:57,2026-07-01 15:28:57,2026-05-15 02:12:03.306541
AAPL,Apple Inc.,2009,2009-09-30,FY,42905000000.0,17222000000.0,,,,,,,11740000000.0,,,,8235000000.0,,,,,,,0.4013984384104416,0.2736277823097541,0.1919356718331197,,USD,AlphaVantage,,INCOME_STATEMENT,https://www.alphavantage.co/query?function=INCOME_STATEMENT&symbol=AAPL&apikey=***MASKED***,True,2026-07-01 15:28:57,2026-07-01 15:28:57,2026-05-15 02:12:03.306541
AAPL,Apple Inc.,2009,2009-03-31,Q1,9084000000.0,3627000000.0,,,,,,,2323000000.0,,,,1620000000.0,,,,,,,0.3992734478203434,0.2557243505063848,0.178335535006605,,USD,AlphaVantage,,INCOME_STATEMENT,https://www.alphavantage.co/query?function=INCOME_STATEMENT&symbol=AAPL&apikey=***MASKED***,True,2026-07-01 15:28:57,2026-07-01 15:28:57,2026-05-15 02:12:03.306541
AAPL,Apple Inc.,2009,2009-06-30,Q2,9734000000.0,3983000000.0,,,,,,,2632000000.0,,,,1828000000.0,,,,,,,0.409184302445038,0.2703924388740497,0.1877953564824327,,USD,AlphaVantage,,INCOME_STATEMENT,https://www.alphavantage.co/query?function=INCOME_STATEMENT&symbol=AAPL&apikey=***MASKED***,True,2026-07-01 15:28:57,2026-07-01 15:28:57,2026-05-15 02:12:03.306541
AAPL,Apple Inc.,2009,2009-09-30,Q3,9870000000.0,3614000000.0,,,,,,,2193000000.0,,,,1665000000.0,,,,,,,0.366160081053698,0.2221884498480243,0.168693009118541,,USD,AlphaVantage,,INCOME_STATEMENT,https://www.alphavantage.co/query?function=INCOME_STATEMENT&symbol=AAPL&apikey=***MASKED***,True,2026-07-01 15:28:57,2026-07-01 15:28:57,2026-05-15 02:12:03.306541
AAPL,Apple Inc.,2009,2009-12-31,Q4,15683000000.0,6411000000.0,,,,,,,4725000000.0,,,,3378000000.0,,,,,,,0.4087865841994516,0.3012816425428808,0.2153924631766881,,USD,AlphaVantage,,INCOME_STATEMENT,https://www.alphavantage.co/query?function=INCOME_STATEMENT&symbol=AAPL&apikey=***MASKED***,True,2026-07-01 15:28:57,2026-07-01 15:28:57,2026-05-15 02:12:03.306541
AAPL,Apple Inc.,2010,2010-09-30,FY,65225000000.0,25684000000.0,,,,,,,18385000000.0,,,,14013000000.0,,,,,,,0.3937753928708317,0.2818704484476811,0.2148409352242238,,USD,AlphaVantage,,INCOME_STATEMENT,https://www.alphavantage.co/query?function=INCOME_STATEMENT&symbol=AAPL&apikey=***MASKED***,True,2026-07-01 15:28:57,2026-07-01 15:28:57,2026-05-15 02:12:03.306541
AAPL,Apple Inc.,2010,2010-03-31,Q1,13499000000.0,5625000000.0,,,,,,,3979000000.0,,,,3074000000.0,,,,,,,0.4166975331506037,0.2947625750055559,0.2277205718942143,,USD,AlphaVantage,,INCOME_STATEMENT,https://www.alphavantage.co/query?function=INCOME_STATEMENT&symbol=AAPL&apikey=***MASKED***,True,2026-07-01 15:28:57,2026-07-01 15:28:57,2026-05-15 02:12:03.306541
AAPL,Apple Inc.,2010,2010-06-30,Q2,15700000000.0,6136000000.0,,,,,,,4234000000.0,,,,3253000000.0,,,,,,,0.390828025477707,0.2696815286624204,0.2071974522292993,,USD,AlphaVantage,,INCOME_STATEMENT,https://www.alphavantage.co/query?function=INCOME_STATEMENT&symbol=AAPL&apikey=***MASKED***,True,2026-07-01 15:28:57,2026-07-01 15:28:57,2026-05-15 02:12:03.306541
AAPL,Apple Inc.,2010,2010-09-30,Q3,20343000000.0,7512000000.0,,,,,,,5447000000.0,,,,4308000000.0,,,,,,,0.3692670697537236,0.2677579511379835,0.2117681757852824,,USD,AlphaVantage,,INCOME_STATEMENT,https://www.alphavantage.co/query?function=INCOME_STATEMENT&symbol=AAPL&apikey=***MASKED***,True,2026-07-01 15:28:57,2026-07-01 15:28:57,2026-05-15 02:12:03.306541
AAPL,Apple Inc.,2010,2010-12-31,Q4,26741000000.0,10298000000.0,,,,,,,7827000000.0,,,,6004000000.0,,,,,,,0.3851015294865562,0.2926966082046296,0.2245241389626416,,USD,AlphaVantage,,INCOME_STATEMENT,https://www.alphavantage.co/query?function=INCOME_STATEMENT&symbol=AAPL&apikey=***MASKED***,True,2026-07-01 15:28:57,2026-07-01 15:28:57,2026-05-15 02:12:03.306541
AAPL,Apple Inc.,2011,2011-09-30,FY,108249000000.0,43818000000.0,,,,,,,33790000000.0,,,,25922000000.0,,,,,,,0.4047889587894576,0.3121506896137608,0.2394664153941376,,USD,AlphaVantage,,INCOME_STATEMENT,https://www.alphavantage.co/query?function=INCOME_STATEMENT&symbol=AAPL&apikey=***MASKED***,True,2026-07-01 15:28:57,2026-07-01 15:28:57,2026-05-15 02:12:03.306541
AAPL,Apple Inc.,2011,2011-03-31,Q1,24667000000.0,10218000000.0,,,,,,,7874000000.0,,,,5987000000.0,,,,,,,0.4142376454372238,0.3192119025418575,0.2427129363116714,,USD,AlphaVantage,,INCOME_STATEMENT,https://www.alphavantage.co/query?function=INCOME_STATEMENT&symbol=AAPL&apikey=***MASKED***,True,2026-07-01 15:28:57,2026-07-01 15:28:57,2026-05-15 02:12:03.306541
AAPL,Apple Inc.,2011,2011-06-30,Q2,28571000000.0,11922000000.0,,,,,,,9379000000.0,,,,7308000000.0,,,,,,,0.4172762591438871,0.3282699240488607,0.2557838367575513,,USD,AlphaVantage,,INCOME_STATEMENT,https://www.alphavantage.co/query?function=INCOME_STATEMENT&symbol=AAPL&apikey=***MASKED***,True,2026-07-01 15:28:57,2026-07-01 15:28:57,2026-05-15 02:12:03.306541
AAPL,Apple Inc.,2011,2011-09-30,Q3,28270000000.0,11380000000.0,,,,,,,8710000000.0,,,,6623000000.0,,,,,,,0.4025468694729395,0.3081004598514326,0.2342766183233109,,USD,AlphaVantage,,INCOME_STATEMENT,https://www.alphavantage.co/query?function=INCOME_STATEMENT&symbol=AAPL&apikey=***MASKED***,True,2026-07-01 15:28:57,2026-07-01 15:28:57,2026-05-15 02:12:03.306541
AAPL,Apple Inc.,2011,2011-12-31,Q4,46333000000.0,20703000000.0,,,,,,,17340000000.0,,,,13064000000.0,,,,,,,0.4468305527377895,0.374247296743142,0.2819588630134029,,USD,AlphaVantage,,INCOME_STATEMENT,https://www.alphavantage.co/query?function=INCOME_STATEMENT&symbol=AAPL&apikey=***MASKED***,True,2026-07-01 15:28:57,2026-07-01 15:28:57,2026-05-15 02:12:03.306541
AAPL,Apple Inc.,2012,2012-09-30,FY,156508000000.0,68662000000.0,,,,,,,55241000000.0,,,,41733000000.0,,,,,,,0.4387123980882766,0.3529595931198405,0.2666509060239732,,USD,AlphaVantage,,INCOME_STATEMENT,https://www.alphavantage.co/query?function=INCOME_STATEMENT&symbol=AAPL&apikey=***MASKED***,True,2026-07-01 15:28:57,2026-07-01 15:28:57,2026-05-15 02:12:03.306541
AAPL,Apple Inc.,2012,2012-03-31,Q1,39186000000.0,18564000000.0,,,,,,,15384000000.0,,,,11622000000.0,,,,,,,0.4737406216505895,0.3925891900168427,0.2965855152350329,,USD,AlphaVantage,,INCOME_STATEMENT,https://www.alphavantage.co/query?function=INCOME_STATEMENT&symbol=AAPL&apikey=***MASKED***,True,2026-07-01 15:28:57,2026-07-01 15:28:57,2026-05-15 02:12:03.306541
AAPL,Apple Inc.,2012,2012-06-30,Q2,35023000000.0,14994000000.0,,,,,,,11573000000.0,,,,8824000000.0,,,,,,,0.4281186648773663,0.3304399965736802,0.2519487194129572,,USD,AlphaVantage,,INCOME_STATEMENT,https://www.alphavantage.co/query?function=INCOME_STATEMENT&symbol=AAPL&apikey=***MASKED***,True,2026-07-01 15:28:57,2026-07-01 15:28:57,2026-05-15 02:12:03.306541
AAPL,Apple Inc.,2012,2012-09-30,Q3,37472000000.0,13871000000.0,,,,,,,10030000000.0,,,,7512000000.0,,,,,,,0.3701697267292912,0.2676665243381725,0.2004696840307429,,USD,AlphaVantage,,INCOME_STATEMENT,https://www.alphavantage.co/query?function=INCOME_STATEMENT&symbol=AAPL&apikey=***MASKED***,True,2026-07-01 15:28:57,2026-07-01 15:28:57,2026-05-15 02:12:03.306541
AAPL,Apple Inc.,2012,2012-12-31,Q4,54512000000.0,21060000000.0,,,,,,,17210000000.0,,,,13078000000.0,,,,,,,0.3863369533313766,0.3157103023187555,0.2399104784267684,,USD,AlphaVantage,,INCOME_STATEMENT,https://www.alphavantage.co/query?function=INCOME_STATEMENT&symbol=AAPL&apikey=***MASKED***,True,2026-07-01 15:28:57,2026-07-01 15:28:57,2026-05-15 02:12:03.306541
AAPL,Apple Inc.,2013,2013-09-30,FY,170910000000.0,64304000000.0,,,,,,,48999000000.0,,,,37037000000.0,,,,,,,0.3762448072084723,0.2866947516236616,0.2167046983792639,,USD,AlphaVantage,,INCOME_STATEMENT,https://www.alphavantage.co/query?function=INCOME_STATEMENT&symbol=AAPL&apikey=***MASKED***,True,2026-07-01 15:28:57,2026-07-01 15:28:57,2026-05-15 02:12:03.306541
AAPL,Apple Inc.,2013,2013-03-31,Q1,43603000000.0,16349000000.0,,,,,,,12558000000.0,,,,9547000000.0,,,,,,,0.3749512648212278,0.2880077058917964,0.2189528243469486,,USD,AlphaVantage,,INCOME_STATEMENT,https://www.alphavantage.co/query?function=INCOME_STATEMENT&symbol=AAPL&apikey=***MASKED***,True,2026-07-01 15:28:57,2026-07-01 15:28:57,2026-05-15 02:12:03.306541
AAPL,Apple Inc.,2013,2013-06-30,Q2,35323000000.0,13024000000.0,,,,,,,9201000000.0,,,,6900000000.0,,,,,,,0.3687116043371174,0.2604818390283951,0.1953401466466608,,USD,AlphaVantage,,INCOME_STATEMENT,https://www.alphavantage.co/query?function=INCOME_STATEMENT&symbol=AAPL&apikey=***MASKED***,True,2026-07-01 15:28:57,2026-07-01 15:28:57,2026-05-15 02:12:03.306541
AAPL,Apple Inc.,2013,2013-09-30,Q3,37472000000.0,13871000000.0,,,,,,,10030000000.0,,,,7512000000.0,,,,,,,0.3701697267292912,0.2676665243381725,0.2004696840307429,,USD,AlphaVantage,,INCOME_STATEMENT,https://www.alphavantage.co/query?function=INCOME_STATEMENT&symbol=AAPL&apikey=***MASKED***,True,2026-07-01 15:28:57,2026-07-01 15:28:57,2026-05-15 02:12:03.306541
AAPL,Apple Inc.,2013,2013-12-31,Q4,57594000000.0,21846000000.0,,,,,,,17463000000.0,,,,13072000000.0,,,,,,,0.3793103448275862,0.3032086675695385,0.2269680869535021,,USD,AlphaVantage,,INCOME_STATEMENT,https://www.alphavantage.co/query?function=INCOME_STATEMENT&symbol=AAPL&apikey=***MASKED***,True,2026-07-01 15:28:57,2026-07-01 15:28:57,2026-05-15 02:12:03.306541
AAPL,Apple Inc.,2014,2014-09-30,FY,182795000000.0,70537000000.0,,,,,,,52503000000.0,,,,39510000000.0,,,,,,,0.3858803577778386,0.2872233923247353,0.2161437676085232,,USD,AlphaVantage,,INCOME_STATEMENT,https://www.alphavantage.co/query?function=INCOME_STATEMENT&symbol=AAPL&apikey=***MASKED***,True,2026-07-01 15:28:57,2026-07-01 15:28:57,2026-05-15 02:12:03.306541
AAPL,Apple Inc.,2014,2014-03-31,Q1,45646000000.0,17947000000.0,,,,,,,13593000000.0,,,,10223000000.0,,,,,,,0.3931779345397187,0.2977917013538974,0.223962669237173,,USD,AlphaVantage,,INCOME_STATEMENT,https://www.alphavantage.co/query?function=INCOME_STATEMENT&symbol=AAPL&apikey=***MASKED***,True,2026-07-01 15:28:57,2026-07-01 15:28:57,2026-05-15 02:12:03.306541
AAPL,Apple Inc.,2014,2014-06-30,Q2,37432000000.0,14735000000.0,,,,,,,10282000000.0,,,,7748000000.0,,,,,,,0.3936471468262449,0.2746847617012182,0.2069886727933319,,USD,AlphaVantage,,INCOME_STATEMENT,https://www.alphavantage.co/query?function=INCOME_STATEMENT&symbol=AAPL&apikey=***MASKED***,True,2026-07-01 15:28:57,2026-07-01 15:28:57,2026-05-15 02:12:03.306541
AAPL,Apple Inc.,2014,2014-09-30,Q3,42123000000.0,16009000000.0,,,,,,,11165000000.0,,,,8467000000.0,,,,,,,0.3800536523989269,0.2650570946988581,0.2010065759798684,,USD,AlphaVantage,,INCOME_STATEMENT,https://www.alphavantage.co/query?function=INCOME_STATEMENT&symbol=AAPL&apikey=***MASKED***,True,2026-07-01 15:28:57,2026-07-01 15:28:57,2026-05-15 02:12:03.306541
AAPL,Apple Inc.,2014,2014-12-31,Q4,74599000000.0,29741000000.0,,,,,,,24246000000.0,,,,18024000000.0,,,,,,,0.3986782664646979,0.3250177616321935,0.2416118178527862,,USD,AlphaVantage,,INCOME_STATEMENT,https://www.alphavantage.co/query?function=INCOME_STATEMENT&symbol=AAPL&apikey=***MASKED***,True,2026-07-01 15:28:57,2026-07-01 15:28:57,2026-05-15 02:12:03.306541
AAPL,Apple Inc.,2015,2015-09-30,FY,233715000000.0,93626000000.0,,,,,,,71230000000.0,,,,53394000000.0,,,,,,,0.4005990201741437,0.3047729071732666,0.2284577369873563,,USD,AlphaVantage,,INCOME_STATEMENT,https://www.alphavantage.co/query?function=INCOME_STATEMENT&symbol=AAPL&apikey=***MASKED***,True,2026-07-01 15:28:57,2026-07-01 15:28:57,2026-05-15 02:12:03.306541
AAPL,Apple Inc.,2015,2015-03-31,Q1,58010000000.0,23656000000.0,,,,,,,18278000000.0,,,,13569000000.0,,,,,,,0.4077917600413722,0.3150836062747802,0.2339079469057059,,USD,AlphaVantage,,INCOME_STATEMENT,https://www.alphavantage.co/query?function=INCOME_STATEMENT&symbol=AAPL&apikey=***MASKED***,True,2026-07-01 15:28:57,2026-07-01 15:28:57,2026-05-15 02:12:03.306541
AAPL,Apple Inc.,2015,2015-06-30,Q2,49605000000.0,19681000000.0,,,,,,,14083000000.0,,,,10677000000.0,,,,,,,0.3967543594395726,0.2839028323757686,0.2152403991533111,,USD,AlphaVantage,,INCOME_STATEMENT,https://www.alphavantage.co/query?function=INCOME_STATEMENT&symbol=AAPL&apikey=***MASKED***,True,2026-07-01 15:28:57,2026-07-01 15:28:57,2026-05-15 02:12:03.306541
AAPL,Apple Inc.,2015,2015-09-30,Q3,51501000000.0,20548000000.0,,,,,,,14623000000.0,,,,11124000000.0,,,,,,,0.3989825440282712,0.2839362342478786,0.2159958059066814,,USD,AlphaVantage,,INCOME_STATEMENT,https://www.alphavantage.co/query?function=INCOME_STATEMENT&symbol=AAPL&apikey=***MASKED***,True,2026-07-01 15:28:57,2026-07-01 15:28:57,2026-05-15 02:12:03.306541
AAPL,Apple Inc.,2015,2015-12-31,Q4,75872000000.0,30423000000.0,,,,,,,24171000000.0,,,,18361000000.0,,,,,,,0.4009779628848587,0.3185760227752003,0.241999683677773,,USD,AlphaVantage,,INCOME_STATEMENT,https://www.alphavantage.co/query?function=INCOME_STATEMENT&symbol=AAPL&apikey=***MASKED***,True,2026-07-01 15:28:57,2026-07-01 15:28:57,2026-05-15 02:12:03.306541
AAPL,Apple Inc.,2016,2016-09-30,FY,215639000000.0,84263000000.0,,,,,,,60024000000.0,,,,45687000000.0,,,,,,,0.3907595564809705,0.2783541010670611,0.211867983064288,,USD,AlphaVantage,,INCOME_STATEMENT,https://www.alphavantage.co/query?function=INCOME_STATEMENT&symbol=AAPL&apikey=***MASKED***,True,2026-07-01 15:28:57,2026-07-01 15:28:57,2026-05-15 02:12:03.306541
AAPL,Apple Inc.,2016,2015-09-26,FY,233715000000.0,84263000000.0,131376000000.0,24239000000.0,10045000000.0,14194000000.0,,1500000000.0,60024000000.0,1348000000.0,61372000000.0,15685000000.0,45687000000.0,8.31,,,,,12734000000.0,0.3605374066705175,0.2568256209485912,0.1954816764007445,,USD,SEC,"DISCREPANCY: SEC=233,715,000,000 vs AV=215,639,000,000 (7.7%)",INCOME_STATEMENT,https://data.sec.gov/api/xbrl/companyfacts/CIK0000320193.json,True,2026-07-01 15:28:57,2026-07-01 15:28:57,2026-05-15 02:12:00.316314
AAPL,Apple Inc.,2016,2016-03-31,Q1,50557000000.0,19921000000.0,,,,,,,13987000000.0,,,,10516000000.0,,,,,,,0.394030500227466,0.276658029550804,0.2080028482702692,,USD,AlphaVantage,,INCOME_STATEMENT,https://www.alphavantage.co/query?function=INCOME_STATEMENT&symbol=AAPL&apikey=***MASKED***,True,2026-07-01 15:28:57,2026-07-01 15:28:57,2026-05-15 02:12:03.306541
AAPL,Apple Inc.,2016,2016-06-30,Q2,42358000000.0,16106000000.0,,,,,,,10105000000.0,,,,7796000000.0,,,,,,,0.3802351385806695,0.2385617828981538,0.1840502384437414,,USD,AlphaVantage,,INCOME_STATEMENT,https://www.alphavantage.co/query?function=INCOME_STATEMENT&symbol=AAPL&apikey=***MASKED***,True,2026-07-01 15:28:57,2026-07-01 15:28:57,2026-05-15 02:12:03.306541
AAPL,Apple Inc.,2016,2016-09-30,Q3,46852000000.0,17813000000.0,,,,,,,11761000000.0,,,,9014000000.0,,,,,,,0.380197216767694,0.2510245026893196,0.1923930675318022,,USD,AlphaVantage,,INCOME_STATEMENT,https://www.alphavantage.co/query?function=INCOME_STATEMENT&symbol=AAPL&apikey=***MASKED***,True,2026-07-01 15:28:57,2026-07-01 15:28:57,2026-05-15 02:12:03.306541
AAPL,Apple Inc.,2016,2016-12-31,Q4,78351000000.0,30176000000.0,,,,,,,23359000000.0,,,,17891000000.0,,,,,,,0.3851386708529565,0.2981327615473957,0.2283442457658485,,USD,AlphaVantage,,INCOME_STATEMENT,https://www.alphavantage.co/query?function=INCOME_STATEMENT&symbol=AAPL&apikey=***MASKED***,True,2026-07-01 15:28:57,2026-07-01 15:28:57,2026-05-15 02:12:03.306541
AAPL,Apple Inc.,2017,2017-09-30,FY,229234000000.0,88186000000.0,,,,,,,61344000000.0,,,,48351000000.0,,,,,,,0.384698604918991,0.2676042820872994,0.2109242084507533,,USD,AlphaVantage,,INCOME_STATEMENT,https://www.alphavantage.co/query?function=INCOME_STATEMENT&symbol=AAPL&apikey=***MASKED***,True,2026-07-01 15:28:57,2026-07-01 15:28:57,2026-05-15 02:12:03.306541
AAPL,Apple Inc.,2017,2015-09-26,FY,233715000000.0,88186000000.0,141048000000.0,26842000000.0,11581000000.0,15261000000.0,,1200000000.0,61344000000.0,2745000000.0,64089000000.0,15738000000.0,48351000000.0,9.21,,,,,12734000000.0,0.3773228076931305,0.2624735254476606,0.2068801745715936,,USD,SEC,VALIDATED,INCOME_STATEMENT,https://data.sec.gov/api/xbrl/companyfacts/CIK0000320193.json,True,2026-07-01 15:28:57,2026-07-01 15:28:57,2026-05-15 02:12:00.316314
AAPL,Apple Inc.,2017,2017-03-31,Q1,52896000000.0,20591000000.0,,,,,,,14097000000.0,,,,11029000000.0,,,,,,,0.3892732909860859,0.2665040834845735,0.2085034785238959,,USD,AlphaVantage,,INCOME_STATEMENT,https://www.alphavantage.co/query?function=INCOME_STATEMENT&symbol=AAPL&apikey=***MASKED***,True,2026-07-01 15:28:57,2026-07-01 15:28:57,2026-05-15 02:12:03.306541
AAPL,Apple Inc.,2017,2015-12-26,Q1,75872000000.0,30423000000.0,45449000000.0,6252000000.0,2404000000.0,3848000000.0,,,24171000000.0,402000000.0,24573000000.0,6212000000.0,18361000000.0,3.28,,,,,3612000000.0,0.4009779628848587,0.3185760227752003,0.241999683677773,,USD,SEC,"DISCREPANCY: SEC=75,872,000,000 vs AV=229,234,000,000 (202.1%)",INCOME_STATEMENT,https://data.sec.gov/api/xbrl/companyfacts/CIK0000320193.json,True,2026-07-01 15:28:57,2026-07-01 15:28:57,2026-05-15 02:12:00.316314
AAPL,Apple Inc.,2017,2017-06-30,Q2,45408000000.0,17488000000.0,,,,,,,10768000000.0,,,,8717000000.0,,,,,,,0.3851303735024665,0.2371388301620859,0.1919705778717406,,USD,AlphaVantage,,INCOME_STATEMENT,https://www.alphavantage.co/query?function=INCOME_STATEMENT&symbol=AAPL&apikey=***MASKED***,True,2026-07-01 15:28:57,2026-07-01 15:28:57,2026-05-15 02:12:03.306541
