symbol,company_name,fiscal_year,end_date,period,segment_name,segment_type,revenue,revenue_yoy_pct,currency,source,file_type,source_file,download_success,download_timestamp,process_timestamp,stage1_process_timestamp
AAPL,Apple Inc.,2016,2016-09-24,annual,Greater China Segment,geography,48492000000.0,-0.1741122370774078,USD,FMP,SEGMENT_REVENUE,https://financialmodelingprep.com/stable/revenue-geographic-segmentation?symbol=AAPL&period=annual&apikey=***MASKED***,True,2026-07-01 15:28:57,2026-07-01 15:28:57,2026-05-05 13:22:53.066704
AAPL,Apple Inc.,2016,2016-09-24,annual,Japan Segment,geography,16928000000.0,0.0778046606392461,USD,FMP,SEGMENT_REVENUE,https://financialmodelingprep.com/stable/revenue-geographic-segmentation?symbol=AAPL&period=annual&apikey=***MASKED***,True,2026-07-01 15:28:57,2026-07-01 15:28:57,2026-05-05 13:22:53.066704
AAPL,Apple Inc.,2016,2016-09-24,annual,Rest of Asia Pacific Segment,geography,13654000000.0,-0.0953422116212813,USD,FMP,SEGMENT_REVENUE,https://financialmodelingprep.com/stable/revenue-geographic-segmentation?symbol=AAPL&period=annual&apikey=***MASKED***,True,2026-07-01 15:28:57,2026-07-01 15:28:57,2026-05-05 13:22:53.066704
AAPL,Apple Inc.,2016,2016-09-24,annual,Mac,product,22831000000.0,-0.1036472851478151,USD,FMP,SEGMENT_REVENUE,https://financialmodelingprep.com/stable/revenue-product-segmentation?symbol=AAPL&period=annual&apikey=***MASKED***,True,2026-07-01 15:28:57,2026-07-01 15:28:57,2026-05-05 13:22:53.066704
AAPL,Apple Inc.,2016,2016-09-24,annual,Service,product,24348000000.0,0.2229644884223215,USD,FMP,SEGMENT_REVENUE,https://financialmodelingprep.com/stable/revenue-product-segmentation?symbol=AAPL&period=annual&apikey=***MASKED***,True,2026-07-01 15:28:57,2026-07-01 15:28:57,2026-05-05 13:22:53.066704
AAPL,Apple Inc.,2016,2016-09-24,annual,iPad,product,20628000000.0,-0.1118956386963447,USD,FMP,SEGMENT_REVENUE,https://financialmodelingprep.com/stable/revenue-product-segmentation?symbol=AAPL&period=annual&apikey=***MASKED***,True,2026-07-01 15:28:57,2026-07-01 15:28:57,2026-05-05 13:22:53.066704
AAPL,Apple Inc.,2016,2016-09-24,annual,iPhone,product,136700000000.0,-0.1182977405976483,USD,FMP,SEGMENT_REVENUE,https://financialmodelingprep.com/stable/revenue-product-segmentation?symbol=AAPL&period=annual&apikey=***MASKED***,True,2026-07-01 15:28:57,2026-07-01 15:28:57,2026-05-05 13:22:53.066704
AAPL,Apple Inc.,2017,2017-09-30,annual,Americas Segment,geography,96600000000.0,0.1153060164178587,USD,FMP,SEGMENT_REVENUE,https://financialmodelingprep.com/stable/revenue-geographic-segmentation?symbol=AAPL&period=annual&apikey=***MASKED***,True,2026-07-01 15:28:57,2026-07-01 15:28:57,2026-05-05 13:22:53.066704
AAPL,Apple Inc.,2017,2017-09-30,annual,Europe Segment,geography,54938000000.0,0.0998158231902626,USD,FMP,SEGMENT_REVENUE,https://financialmodelingprep.com/stable/revenue-geographic-segmentation?symbol=AAPL&period=annual&apikey=***MASKED***,True,2026-07-01 15:28:57,2026-07-01 15:28:57,2026-05-05 13:22:53.066704
AAPL,Apple Inc.,2017,2017-09-30,annual,Greater China Segment,geography,44764000000.0,-0.0768786603975913,USD,FMP,SEGMENT_REVENUE,https://financialmodelingprep.com/stable/revenue-geographic-segmentation?symbol=AAPL&period=annual&apikey=***MASKED***,True,2026-07-01 15:28:57,2026-07-01 15:28:57,2026-05-05 13:22:53.066704
AAPL,Apple Inc.,2017,2017-09-30,annual,Japan Segment,geography,17733000000.0,0.0475543478260869,USD,FMP,SEGMENT_REVENUE,https://financialmodelingprep.com/stable/revenue-geographic-segmentation?symbol=AAPL&period=annual&apikey=***MASKED***,True,2026-07-01 15:28:57,2026-07-01 15:28:57,2026-05-05 13:22:53.066704
AAPL,Apple Inc.,2017,2017-09-30,annual,Rest of Asia Pacific Segment,geography,15199000000.0,0.1131536546067086,USD,FMP,SEGMENT_REVENUE,https://financialmodelingprep.com/stable/revenue-geographic-segmentation?symbol=AAPL&period=annual&apikey=***MASKED***,True,2026-07-01 15:28:57,2026-07-01 15:28:57,2026-05-05 13:22:53.066704
AAPL,Apple Inc.,2017,2017-09-30,annual,Mac,product,25850000000.0,0.13223249091148,USD,FMP,SEGMENT_REVENUE,https://financialmodelingprep.com/stable/revenue-product-segmentation?symbol=AAPL&period=annual&apikey=***MASKED***,True,2026-07-01 15:28:57,2026-07-01 15:28:57,2026-05-05 13:22:53.066704
AAPL,Apple Inc.,2017,2017-09-30,annual,Service,product,29980000000.0,0.2313126334811894,USD,FMP,SEGMENT_REVENUE,https://financialmodelingprep.com/stable/revenue-product-segmentation?symbol=AAPL&period=annual&apikey=***MASKED***,True,2026-07-01 15:28:57,2026-07-01 15:28:57,2026-05-05 13:22:53.066704
AAPL,Apple Inc.,2017,2017-09-30,annual,iPad,product,19222000000.0,-0.0681597828194686,USD,FMP,SEGMENT_REVENUE,https://financialmodelingprep.com/stable/revenue-product-segmentation?symbol=AAPL&period=annual&apikey=***MASKED***,True,2026-07-01 15:28:57,2026-07-01 15:28:57,2026-05-05 13:22:53.066704
AAPL,Apple Inc.,2017,2017-09-30,annual,iPhone,product,141319000000.0,0.0337893196781272,USD,FMP,SEGMENT_REVENUE,https://financialmodelingprep.com/stable/revenue-product-segmentation?symbol=AAPL&period=annual&apikey=***MASKED***,True,2026-07-01 15:28:57,2026-07-01 15:28:57,2026-05-05 13:22:53.066704
AAPL,Apple Inc.,2018,2018-09-29,annual,Americas Segment,geography,112093000000.0,0.1603830227743271,USD,FMP,SEGMENT_REVENUE,https://financialmodelingprep.com/stable/revenue-geographic-segmentation?symbol=AAPL&period=annual&apikey=***MASKED***,True,2026-07-01 15:28:57,2026-07-01 15:28:57,2026-05-05 13:22:53.066704
AAPL,Apple Inc.,2018,2018-09-29,annual,Europe Segment,geography,62420000000.0,0.1361898867814627,USD,FMP,SEGMENT_REVENUE,https://financialmodelingprep.com/stable/revenue-geographic-segmentation?symbol=AAPL&period=annual&apikey=***MASKED***,True,2026-07-01 15:28:57,2026-07-01 15:28:57,2026-05-05 13:22:53.066704
AAPL,Apple Inc.,2018,2018-09-29,annual,Greater China Segment,geography,51942000000.0,0.1603520686265749,USD,FMP,SEGMENT_REVENUE,https://financialmodelingprep.com/stable/revenue-geographic-segmentation?symbol=AAPL&period=annual&apikey=***MASKED***,True,2026-07-01 15:28:57,2026-07-01 15:28:57,2026-05-05 13:22:53.066704
AAPL,Apple Inc.,2018,2018-09-29,annual,Japan Segment,geography,21733000000.0,0.2255681497772514,USD,FMP,SEGMENT_REVENUE,https://financialmodelingprep.com/stable/revenue-geographic-segmentation?symbol=AAPL&period=annual&apikey=***MASKED***,True,2026-07-01 15:28:57,2026-07-01 15:28:57,2026-05-05 13:22:53.066704
AAPL,Apple Inc.,2018,2018-09-29,annual,Rest of Asia Pacific Segment,geography,17407000000.0,0.1452727153102177,USD,FMP,SEGMENT_REVENUE,https://financialmodelingprep.com/stable/revenue-geographic-segmentation?symbol=AAPL&period=annual&apikey=***MASKED***,True,2026-07-01 15:28:57,2026-07-01 15:28:57,2026-05-05 13:22:53.066704
AAPL,Apple Inc.,2018,2018-09-29,annual,Mac,product,25484000000.0,-0.0141586073500967,USD,FMP,SEGMENT_REVENUE,https://financialmodelingprep.com/stable/revenue-product-segmentation?symbol=AAPL&period=annual&apikey=***MASKED***,True,2026-07-01 15:28:57,2026-07-01 15:28:57,2026-05-05 13:22:53.066704
AAPL,Apple Inc.,2018,2018-09-29,annual,Service,product,37190000000.0,0.2404936624416277,USD,FMP,SEGMENT_REVENUE,https://financialmodelingprep.com/stable/revenue-product-segmentation?symbol=AAPL&period=annual&apikey=***MASKED***,True,2026-07-01 15:28:57,2026-07-01 15:28:57,2026-05-05 13:22:53.066704
